uuid,global_rating,number_of_ratings,name,steps,meal_type,origin,prep_time,servings,description,difficulty,photo_url
91696ebacc6c4ddfd3b4,5,9,Double-baked cheddar soufflés,"Heat oven to 180C/fan 160C/gas 4. Put milk, onion, nutmeg and bay leaves into a pan. Bring to the boil, then set side to infuse for 30 mins. Butter 8 x 150ml ramekins.Melt the butter in a second saucepan. Stir in the flour and cook gently for 1 min, stirring. Take off the heat and gradually whisk in the milk until smooth. Discard onion and bay leaf. Return to the hob and stir until the sauce boils and thickens.Off the heat, stir in the mustard, egg yolks and three-quarters of the cheese, then season. Scrape mixture into a large mixing bowl. In another big bowl, whisk the egg whites until stiff. Boil a full kettle. Carefully fold the whites into the cheese mix and fill ramekins twothirds full. Transfer to a roasting tin, then pour the boiling water into the tin until it reaches halfway up the ramekins. Bake for 15-20 mins or until risen, just set and still a little wobbly. Take out of the tin and leave to cool.To serve, heat oven to 220C/fan 200C/gas 7(or leave it at 190C/fan 170C/gas 5 if you are cooking the lamb). Loosen soufflés around the edges with a knife, then turn out, upside down, into a shallow ovenproof dish. Sprinkle with rest of cheese, then spoon 1 tbsp cream over each soufflé. Bake for 10-12 mins till puffed and golden on the top (or 12-15 mins at the lower temperature). Serve at once with Crunchy celery & apple salad, below.",starter,English,85,8,"You can cook these several hours in advance, then re-bake just before serving",Medium,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--5367_11.jpg?itok=KSGH8jrf
0f6117099c5fb8356d62,4,2,Jalapeño & cheddar corn rolls,"Heat oven to 180C/160C fan/gas 4 and brush the holes of a 12-hole muffin tin with melted butter. Dust generously with polenta and shake out the excess. Tip 175g of the sweetcorn into a food processor with 1 tsp salt and the remaining ingredients, except the jalapeños. Blend until smooth, then remove the blade and stir through the remaining sweetcorn and jalapeños.Divide the batter between the holes and bake for 25-30 mins until risen and golden. Insert a skewer into the centre of a roll – it should come out with a few moist crumbs, but the mixture should not be wet. Return to the oven for 5 mins more if necessary, then test again.Cool for 5 mins, then transfer the rolls to a wire rack to cool. Will keep, wrapped in cling film, for up to 3 days, or freeze for up to 2 months – warm in a low oven before serving.",starter,English,50,1,These bread rolls are full of strong cheddar and pop with jalapeños. They make a tasty veggie side and you can make a batch to freeze for later,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/07/jalapeno-cheddar-corn-rolls.jpg?itok=i-9omLVj
ffc9de576eb8ce1deb32,3,9,"Courgette, potato & cheddar bread","Boil the potatoes in salted water until just tender, drain and allow to cool a little. Put the flour and yeast into a large bowl. When the potatoes are cool enough to handle, coarsely grate half straight into the mix, tossing occasionally to coat in the flour. This will stop the potatoes sticking in clumps.Grate in half the courgette, add half of the cheese and strip in half of the thyme leaves. Add 1 tbsp olive oil mixed with 175-200ml hand-warm water. Bring the dough together and knead for a couple of mins. Put into a lightly oiled bowl, cover and leave to rise in a warm place until doubled in size.Heat oven to 200C/180C fan/gas 6. Grease a 20cm x 30cm tin. Push the bread dough into the tin firmly, pushing out air. Finely slice the remaining potatoes and courgette. Scatter over the top along with the remaining thyme and poke in roughly with your fingers so the slices stick out a little. Cover with oiled cling film and leave to rise again for about 45 mins. Drizzle with the rest of the olive oil, scatter with the remaining cheese, then cook for 50 mins-1 hr, until well risen and golden. Leave to cool, then serve, cut into squares.",main,English,95,6,Make the most of your garden glut with this simple idea to transform seasonal veg into something everyone will love,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--656468_11.jpg?itok=3itOmvFZ
dde21de18e237baabd12,5,3,Potted cheddar with ale & mustard,"Put the cheese, 100g butter and ale in a food processor. Blitz until creamy and well combined. Stir in the mustard, then pack into a large sterilised jar, ramekin or ceramic pot, making sure to eliminate any air pockets.Melt the remaining butter and leave to sit for a minute to let the fat separate from the milk solids (these will form a milky puddle at the bottom). Pour the clear fat over the cheese, leaving the milk solids in the pan. Place a thyme sprig on top, if using, and chill for a few hours. The sealed cheese will keep for a couple of months in the fridge. Once you’ve cracked the buttery crust, use up within a week.",main,English,15,6,"Make this potted cheddar as a Christmas gift, or serve with drinks, crackers and crusty bread after dinner. Ideal for using up cheeseboard leftovers",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2018/11/potted-cheddar.jpg?itok=XUNA28u_
de519abd9941bdff93c8,4,4,Cheddar & hazelnut shortbread,"Blitz 85g of the hazelnuts in a food processor until ground. Cut the rest of the hazelnuts in half. Pulse the ground hazelnuts, butter, flour, cheddar, ½ tsp salt and the egg in the food processor a few times. Don’t pulse for too long – you want the mixture to look like breadcrumbs rather than coming together in a ball. Tip the mixture onto a large piece of cling film and, using the cling film to shape it, mould it into a ball, then leave in the fridge for a couple of hours. Heat oven to 200C/180C fan/gas 6. Pull off chunks of the dough – about a tablespoon at a time – and roll each piece into a ball. Place on a baking sheet and flatten each biscuit to around 3.5cm across, leaving room between each one. Push 3-4 hazelnut halves into each biscuit. Cook for 10 mins, or until the biscuits are golden brown. Leave to cool on the baking sheet, then transfer to a wire rack. Will keep for up to three days in an airtight container.",starter,English,35,4,Hazelnuts and cheese are perfect together – rustle up these savoury shortbread biscuits with just five ingredients. They make a great mid-afternoon snack...,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2018/09/cheddar-hazelnut-shortbread.jpg?itok=JpRl_JH6
e23a94d2d97032cbae31,3,7,Tomato tart with cheddar crust,"Heat oven to 180C/fan 160C/gas 3. Blitz the flour, butter and cheddar in a food processor until the mixture resembles breadcrumbs, then add the egg and whizz again until it forms a ball.Lightly dust a cool surface with flour and roll out the pastry. Line a 24cm loose-bottom tart tin with the pastry, then chill for 10 mins. Line the pastry case with greaseproof paper, fill with baking beans and bake for 15 mins. Remove the paper and baking beans and continue to cook for a further 10 mins, then remove from the oven.Mix together the Dijon mustard and crème fraîche and spread evenly over the pastry base. Halve the tomatoes, remove the stalk and arrange in the pastry case. Sprinkle with thyme and freshly ground black pepper. Return the tart to the middle of the oven and cook for 30 mins. Reduce the heat to 150C/fan 130C/gas 2 and cook for a further 30 mins. Serve warm or at room temperature.",starter,English,95,4,The perfect centrepiece for a summer meal,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--4213_12.jpg?itok=69TuVeWE
de4fd04b5b2a6b3ad7bd,4,1,"Membrillo, chorizo & cheddar toastie","Heat a large frying pan. Spread the membrillo paste over one slice of bread (you might need to mash it first with 1 tsp water if it’s very firm), top with the chorizo and cheese, and sandwich with the other slice. Spread the outside of both pieces of bread with mayo, and press on the sage leaves.Heat the oil in the pan and cook the toastie for 2-3 mins each side, squashing with a fish slice every now and then, until the bread is crisp and golden and the cheese has melted. Cut in half to serve.",starter,English,16,1,"Make a cosy night in even more indulgent with this meltingly good quince paste, spicy sausage and cheese toasted sandwich - the perfect winter pick-me-up",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/11/membrillo-chorizo-cheddar-toastie.jpg?itok=APD7v724
31ba495e2804d81a76db,4,27,Mexican potatoes,"Boil the potatoes for 5 mins. Meanwhile, heat the oil in a frying pan and gently fry the onion for 8 mins. Add the garlic and spices, then fry for 2 mins more.Drain the potatoes and tip into the onion mix. Turn up the heat and shake the potatoes around so that they are all covered. Cook for 10 mins more until tender, then serve with soured cream, sprinkled with a little cayenne.",main,Mexican,35,4,"Spicy fried potatoes with soured cream for dipping, great as part of a Tex-Mex meal",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--219594_11.jpg?itok=10veQZSm
747c44e9b1a166711116,4,22,Mexican bake,"Heat oven to 180C/160C fan/gas 4. Heat a non-stick frying pan, add the black beans and fajita spice mix, stir together and cook for 1-2 mins. Add the tomatoes and simmer over a low heat for 10 mins.Cut the tortillas in half. Lightly grease a 2-litre baking dish. Spread a third of the bean mixture over the base of the dish, followed by 3 tbsp of the cheese and a layer of tortillas. Repeat the process, finishing with a tortilla layer on top. Sprinkle over the remaining cheese. Bake for 15 mins until golden.",main,Mexican,40,4,Raid your storecupboard and try out this fresh idea for canned beans with fajita spices - top with tortillas and cheese,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1096460_11.jpg?itok=LCx-8aST
86073e779a756565efb9,4,149,Mexican chicken stew,"Heat the oil in a medium saucepan. Add the onion and cook for 5 mins or until softened and starting to turn golden, adding the garlic for the final min. Stir in the sugar, chipotle paste and tomatoes. Put the chicken into the pan, spoon over the sauce, and simmer gently for 20 mins until the chicken has cooked (add a splash of water if the sauce gets too dry).Remove the chicken from the pan and shred with 2 forks, then stir back into the sauce. Scatter with a little red onion, the coriander, and serve with remaining red onion, tortillas or rice.If you want to use a slow cooker, cook the onion and garlic as above, then put into your slow cooker with the sugar, chipotle, tomatoes and chicken. Cover and cook on High for 2 hours. Remove the chicken and shred then serve as above.",main,Mexican,45,4,"Bring a touch of Mexican flavour to your midweek meal with this low-fat, one-pan supper",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/user-collections/my-colelction-image/2015/12/recipe-image-legacy-id--1068489_11.jpg?itok=chmu8P5m
d6727f46fef9807326a2,4,101,Mexican penne with avocado,"Cook the pasta in salted water for 10-12 mins until al dente. Meanwhile, heat the oil in a medium pan. Add the sliced onion and pepper and fry, stirring frequently for 10 mins until golden. Stir in the garlic and spices, then tip in the tomatoes, half a can of water, the corn and bouillon. Cover and simmer for 15 mins.Meanwhile, toss the avocado with the lime juice and zest, and the finely chopped onion.Drain the penne and toss into the sauce with the coriander. Spoon the pasta into bowls, top with the avocado and scatter over the coriander leaves.",starter,Mexican,30,2,"Get all five of your 5-a-day in this mildly spiced, healthy pasta dish. It's rich in iron, fibre and vitamin C as well as being low-fat and low-calorie...",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2017/11/mexican-penne.jpg?itok=Me76nQgF
2aa986ba97ac6c0ba09f,4,55,Mexican beef chilli,"Heat a small drizzle of the oil in an extra-large flameproof dish. Brown the meat in batches, adding a drop more oil, remove from the dish and set aside. Add 1 tbsp oil to the dish, then the onions, and cook for 7-10 mins or until caramelised.Stir the chipotle paste, garlic, ginger, cumin, cinnamon and flour in with the onions and cook for a couple of mins. Gradually add the stock, stirring all the time, so it’s fully mixed in with the other ingredients. Add the tomatoes and oregano, season and simmer for 10 mins.Now tip in the beef, cover and simmer very gently for about 1 hr 45 mins until tender, removing the lid and adding the beans for the final 15 mins. If the sauce is thin, let it boil down for a further 5-10 mins with the lid off. Before serving, adjust the seasoning. Serve with the garlic bread and salsa.",main,Mexican,150,1,"A delicious one-pot of spicy braised beef is a great, stress-free way to fill up a hungry crowd",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1286468_8.jpg?itok=RMj5JJz0
3e7d26c4653d6de4140d,5,68,Mexican bean soup with guacamole,"Heat the oil in a medium pan, add the onion (reserving 1 tbsp to make the guacamole later) and pepper and fry, stirring frequently, for 10 mins. Stir in the garlic and spices, then tip in the tomatoes and beans with their liquid, half a can of water and the bouillon powder. Simmer, covered, for 15 mins.Meanwhile, peel and de-stone the avocado and tip into a bowl, add the remaining onion, coriander and lime juice with a little chilli (if using) and mash well. Ladle the soup into two bowls, top with the guacamole and serve.",starter,Mexican,30,2,"This warming, spiced vegetarian soup packs in goodness and is filling too. The quick-to-assemble guacamole topping tastes as good as it looks",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/12/wdp-lunch-mexicanguacamolesoup_02051.jpg?itok=FT8ioSx_
7b4a75c7a63924bacb2a,5,41,Mexican lime chicken,"Mix 2 tbsp olive oil with 1 tsp each crushed coriander seeds and grated lime zest and 1⁄2 tsp each paprika and light muscovado sugar.Put 2 chicken breasts in a baking dish, spoon the marinade over, then squeeze over a little lime juice. Cover and marinate for 30 minutes.Slip 1-2 lime slices under the skin of each breast and season. Tuck 6 unpeeled garlic cloves and 2 fresh red chillies around the chicken.Roast the chicken breasts in a baking dish, uncovered, for 30-35 minutes in a preheated oven (190C/gas 5/fan oven 170C). To check if they are done, prod the chicken with your finger - if it's still a bit soft, give it a bit longer.Serve with salad and salsa.",main,Mexican,35,2,A recipe full of zingy flavours,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/user-collections/my-colelction-image/2015/12/recipe-image-legacy-id--4561_11.jpg?itok=wce8n408
6a273fc5bda281a1050d,5,170,Mexican chicken stew with quinoa & beans,"Heat the oil in a deep frying pan and fry the onions and peppers for a few mins until softened. Stir in the chipotle paste for a minute, followed by the tomatoes. Add up to a tomato can-full of water to cover the chicken and bring to a gentle simmer. Add the chicken breasts and gently simmer, turning the chicken occasionally, for 20 mins until the chicken is cooked through.Bring a large saucepan of water to the boil with the stock cubes. Add the quinoa and cook for 15 mins until tender, adding the beans for the final min. Drain well and stir in the coriander and lime juice, then check for seasoning before covering to keep warm.Lift the chicken out onto a board and shred each breast using two forks. Stir back into the tomato sauce with the sugar and season. Serve with the quinoa, scattering the stew with some coriander leaves just before dishing up and eating with a dollop of yogurt on the side.",main,Mexican,55,4,Spicy chicken casserole with a healthy superfood side dish of protein-rich quinoa,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/user-collections/my-colelction-image/2015/12/recipe-image-legacy-id--889478_10.jpg?itok=7kM8r_8Y
6944a360615d3b68389a,5,52,Mexican chicken burger,"Put the chicken breast between two pieces of cling film and bash with a rolling pin or pan to about 1cm thick. Mix the chipotle paste with half the lime juice and spread over the chicken.Heat a griddle pan over a high heat. Once hot, cook the chicken for 3 mins each side until cooked through, adding the cheese for the final 2 mins of cooking. Add the bun, cut-side down, to the griddle pan to toast lightly. Season the chicken.Meanwhile, mash the avocado with the remaining lime juice. Stir in the cherry tomatoes, jalapeño and garlic, and season with a little salt. Spread over the base of the bun, then add the chicken followed by the top of the bun.",main,Mexican,18,1,"Ready in under 20 minutes, this burger with spiced chipotle chicken breast, in toasted brioche with guacamole, makes for a satisfying weeknight treat for one",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/10/mexican-chicken-burger.jpg?itok=_AGDavEw
15b882b5e7589eb10aab,4,39,Mexican chilli chicken,"Heat the oil in a large pan and fry the onion until softened. Stir in the spices and cook for a few secs. Pour in the tomatoes and 2 cans of water, then crumble in the stock cube. Bring to the boil and add the chorizo and chicken thighs. Push the chicken under the liquid, cover and simmer for 20 mins.Stir the peppers into the pan, then cook for 20 mins more. Tip in the cannellini beans.To eat now: Warm through to heat the beans. Toss the avocado with the lime and some salt and serve on top of the casserole with a sprinkling of coriander. Top each portion with soured cream. Serve with rice, jacket potatoes or a handful of spicy tortilla chips.To eat later: Cool and keep in the fridge for up to 48 hours. Warm on top of the stove until bubbling and serve as above.",main,Mexican,60,4,A great spicy supper that can be made in advance,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--5336_12.jpg?itok=eVymVGgC
ee73890b0f9fee414386,5,28,Mexican bean salad,"Lower the eggs into boiling water and boil for 6½ mins, then put into a bowl of cold water to cool. Slice the avocados and place in a large bowl with the beans, onion, coriander and tomatoes. Measure 3 tbsp of the dressing into a small bowl, then mix in the chilli and cumin. Once the eggs have cooled but are still warm, peel off the shells and cut into quarters. Toss the salad with the dressing and nestle in the eggs. Serve straight away – delicious with toasted tortillas.",starter,Mexican,20,4,"Not one to leave your tummy rumbling, this filling salad really hits the spot and has a spicy kick",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--7835_12.jpg?itok=1iBhkNRH
5f4db89807d5d1f23946,4,27,Mexican soup with chicken,"Heat the oil in a large saucepan. Add the onion and garlic, soften for 5 mins, then stir in the dried chilli, cumin, tomatoes and chicken stock. Blitz in a food processor in batches, or use a hand blender to purée until smooth.Return to the pan, then bring to the boil. Add the chicken, reduce the heat, then simmer for 10 mins until cooked through. Stir in the lime juice and some seasoning, then ladle into bowls. Put the toppings in the middle of the table for everyone to help themselves.",starter,Mexican,30,4,"All those typically Mexican flavours - lime, coriander, chilli - combined in a soup with the crunch of tortilla chips",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--488579_11.jpg?itok=QeGhfl50
b75f44023b45c1d6a82e,5,19,Mexican sweet potato soup,"Boil the kettle. Heat the vegetable oil in a large saucepan and fry the onion until just soft, about 4-5 mins. Stir in the chipotle paste and cook for 1 min more.Dissolve the stock cube in 1.2 litres boiling water from the kettle, and add to the pan along with the sweet potato. Bring to the boil, then simmer, covered, until the sweet potato is soft, about 10 mins. Whizz with a stick blender until smooth.Ladle the soup into bowls and serve with a dollop of crème fraîche, a scattering of coriander leaves and some crusty bread rolls.",starter,Mexican,30,4,A simple vegetarian soup flavoured with spicy chipotle chilli paste and served with coriander and crème fraîche,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/soup_2.jpg?itok=Gs09WVfl
2ca0b7790c3238d9f9a3,5,15,Mexican fiesta rice,"Heat the oil in a large saucepan with a lid, then add the onion, pepper, garlic and cumin and sizzle gently for 8-10 mins until the vegetables are soft and golden. Stir in the tomato purée and smoked paprika and cook for 1 min, then stir in the rice.Pour over the stock, then cover and bring to the boil. Stir quickly, then cover again and place on the lowest heat possible. Simmer for 10 mins. Turn off the heat and leave, covered, for a further 10 mins. If serving straightaway, stir through the coriander and spring onions alternatively, leave the rice to cool, chill, then re-fry before serving and stir the coriander and spring onions through at the end.",main,Mexican,40,8,"Make this tasty Mexican rice to serve a crowd. Our recipe is vegan but if everyone you're cooking for eats meat, some chopped bacon in with the onions works well...",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2018/09/mexican-fiesta-rice.jpg?itok=luwxLZfW
4db75eac69d1124d0df3,4,8,Mozzarella peppers with chunky Italian dressing,"Heat oven to 220C/fan 200C/gas 7. Cut the peppers in half, scoop out the seeds and white membranes with a spoon and discard. Drizzle the peppers with a little olive oil from the tomato jar, rub all over and season generously. Roast for 20 mins until softened and starting to char.Roughly chop the tomatoes and olives, then mix in a small bowl with 2 tbsp oil from the jar. Cut 4 anchovies lengthways, giving 8 thin strips, then add to the bowl along with the basil leaves. Season with black pepper. Keep the rest of the anchovies in an airtight container in the fridge for up to a week.Take the peppers out of the oven and turn the grill to High. Pour any juice out of the peppers, then spoon in a little of the olive mix. Snuggle a mozzarella half into each pepper and return to the roasting tin. Grill for about 3 mins until the top of the cheese has just softened, but not melted. Put the antipasti on a serving platter and add the peppers. Spoon over the rest of the olive mix and splash with a little balsamic vinegar. Enjoy with bread and a glass of wine.",starter,Italian,25,2,Visit your deli counter and make a special plate to share,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--5575_12.jpg?itok=v-51Qsyz
76b36865a2a1f289937f,4,3,Crab & citrus salad with Chardonnay dressing,"Make the dressing by whisking together the vinegar, mustard and sugar in a small bowl. Slowly add the oil to the mixture, whisking until it has all been incorporated, then set aside.Put the crab in a bowl with a little of the reserved orange juice and toss together before adding the herbs, mayonnaise and some seasoning, then gently mixing.Toss the orange and grapefruit segments with the salad leaves and pile a little onto 2 plates. Add a slice or 2 of bread and the crab mix, then drizzle the leaves with some salad dressing.",starter,Italian,20,2,"You can prepare all the elements of this stylish starter a few hours ahead, so you can be cool and collected on the night",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--143531_12.jpg?itok=UidIeN0H
806207e9e1d8ac85f24e,5,24,Tomato bruschetta,"In a large bowl, mix the onions, tomatoes, garlic and basil, taking care not to mash or break up the tomatoes too much. Add the balsamic vinegar and extra virgin olive oil. Add salt and pepper to taste. Mix again. Cover and chill for at least an hour. This will allow the flavours to soak and blend together.Slice the baguette loaf diagonally into 12 thick slices and lightly toast them until they are light brown on both sides. Serve the mixture on the warm slices of bread. If you prefer the mixture at room temperature, remove from the fridge half an hour before serving.",starter,Italian,20,1,"Make our simple tomato bruschetta as a classic Italian starter. Ideal for a summer gathering with friends, this easy dish is fresh, tasty and full of flavour",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2018/04/bruschetta-recipe-1.jpg?itok=KBIkMR7G
a400e02b1f847036b53d,5,5,No-knead grape & rosemary focaccia,"Tip the flour, yeast, 1 tbsp olive oil and 1 tsp salt into a large bowl. Add 250ml warm water and mix with a wooden spoon to make a sticky dough. Cover with cling film and put in the fridge for at least 10 hrs, or up to 24 hrs.Heat oven to 180C/160C fan/gas 4. Toss the grapes in 1 tbsp olive oil in a roasting tin. Bake for 20 mins or until shriveled, then set aside to cool.When the dough has doubled in size and is bubbly, remove from the fridge and leave at room temperature for 1 hr. Oil a 23cm square roasting tin and scrape the dough in. Oil your hands, then fold the dough in on itself like an envelope. Turn the tin and repeat to create a square shape, then flip so that the folds are underneath. Scatter the rosemary, grapes and remaining salt over and drizzle with 2 tbsp oil. Use your fingertips to create dimples in the dough, pressing in the toppings and spreading the dough to the corners. Cover with cling film and leave to rise for 1 hr or until almost doubled in size. Heat oven to 220C/200C fan/gas 7 at least 20 mins before you cook the bread.Uncover the dough, drizzle with the remaining oil and bake on the middle shelf for 30 mins until golden brown. Cool for 10 mins in the tin before transferring to a wire rack, or eat warm.",starter,Italian,70,8,"With this easy bread, there's no need to knead. The slow rise allows the gluten to develop naturally and the sticky, wet dough helps produce focaccia's characteristic air bubbles - great served warm with soft goat's cheese...",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/09/no-knead-grape-rosemary-focaccia.jpg?itok=r-y5VI_T
22d176142cb988497e7b,5,60,Garlic & basil ciabatta,"Heat the grill to high. Beat together the mayonnaise, butter and garlic cloves until smooth. Chop basil, stir through and season with salt and pepper. Put the halves of the ciabatta, sliced lengthways, on a baking tray and spread with the butter. Sprinkle with grated Parmesan, then grill for 2-3 mins.",starter,Italian,8,4,Perfect as a starter or as a side dish for a dinner party,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--327811_12.jpg?itok=GSrgpYjS
5eb16d306a4ecd6aee25,5,142,Chunky minestrone soup,"In a food processor, whizz the carrots, onion and celery into small pieces. Heat the oil in a pan, add the processed vegetables, garlic and potatoes, then cook over a high heat for 5 mins until softened.Stir in the tomato purée, stock and tomatoes. Bring to the boil, then turn down the heat and simmer, covered, for 10 mins.Tip in the beans and pasta, then cook for a further 10 mins, adding the cabbage for the final 2 mins. Season to taste and serve with crusty bread.",starter,Italian,45,4,This veggie soup makes a warming bowl of goodness for lunch or a starter,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/user-collections/my-colelction-image/2015/12/recipe-image-legacy-id--1259719_8.jpg?itok=dcjx0vQt
99734819eaeb59e8d748,4,2,Wild garlic butter on music paper bread,"In a bowl, mix together the flours and 1/2 tsp salt. Pour in 175ml water and mix to a soft dough. Tip onto a lightly floured surface and knead for about 5 mins or until smooth. Wrap in cling film and leave to rest for 30 mins. Meanwhile, place a pizza stone or one or two large baking trays in the oven, then heat it to 240C/220C fan/gas 9 or as high as it will go.Divide the dough into 8 and shape into balls. On a floured surface, roll out balls very thinly into rough circles about 20-22cm in diameter.Cut out 8 squares of baking parchment a little larger than the dough circles. Pop the dough circles on top and brush with olive oil. Cook the breads, 1 or 2 at a time, on the hot pizza stone or baking tray (still on the baking parchment) for 6-8 mins or until bubbled up in places, golden brown and crisp. Remove and leave to cool on a wire rack while you cook the rest. Pop all the breads back in the oven for 1 min to warm through. Remove and top with a slice of garlic butter (see Goes well with) and sea salt.",starter,Italian,55,8,"This delicate, super-thin bread is inspired by a Sardinian classic, carta di musica - serve with flavoured butter for a special starter or side",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/wild-garlic-butter-on-music-paper-bread.jpg?itok=G9gxdsww
85d012d899a16d879013,0,0,Grilled radicchio with fontina,"Heat grill to medium, around 160C. Lie the radicchio on a baking sheet and season. Whisk the oil and vinegar together, then drizzle over the radicchio. Grill for 5-8 mins, turning regularly – you want the veg to be softened and cooked through, but not too charred.Serve on a large platter, topped with a scattering of thyme leaves and the fontina. Drizzle with a little more olive oil and balsamic vinegar, season, then serve.",starter,Italian,13,4,"Serve this grilled radicchio with fontina as a side dish or starter. If you can’t find fontina cheese, parmesan or pecorino will be just as delicious...",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2018/02/grilled-radicchio-with-fontina.jpg?itok=soiK3qJP
1ef6b05701b4dccba3a6,5,19,"Crisp prosciutto, pea & mozzarella salad with mint vinaigrette","Heat a frying pan. Without adding any oil, fry the prosciutto slices until wrinkled and crisp. Place on a sheet of kitchen roll, leave to cool, break into large shards, then set aside.Boil the peas in a pan of salted water for 2 mins until just tender. Meanwhile, mix all the vinaigrette ingredients together, season, then set aside. If making ahead, do not add the chopped mint until ready to serve, as it will discolour. When the peas are cooked, drain, then run them under cold water until completely cool. Pat dry with kitchen paper. To serve, divide the mozzarella between 2 plates, scatter the peas over and sit the prosciutto shards on top. Drizzle the dressing over and around, and scatter with the mint leaves.",starter,Italian,25,2,Fresh Italian flavours make a perfect complement to the warmer weather,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--24591_10.jpg?itok=9NkEkQEv
15f3a3e0b9f992e9b823,5,1,Ricotta gnudi with sage butter,"Line a sieve with a piece of muslin or a new J-cloth and place over a bowl. Tip the ricotta into the cloth, gently gather up the ends and secure with an elastic band. Leave the ricotta to drain for 4 hrs.Transfer the drained ricotta to a clean bowl. Beat in the hard cheese, egg yolk, a good grating of nutmeg, then season well. Tip the semolina into a baking dish or large plastic container. Wet your hands, dip them in the semolina and, working quickly, scoop 1 heaped tsp of the ricotta mix into your hands and gently roll into a ball (don’t worry if it’s not perfect). Place the ball in the semolina dish and roll around so that it is totally covered. Pick it up and roll between the palms of your hands to create a smooth ball, then pop back into the semolina. Continue with the rest of the mixture. You should make about 24 balls. Once all the balls are formed and are sitting in the semolina, cover loosely with baking parchment (not cling film), put the dish in the fridge and leave to chill for at least 12 hrs, although 24 hrs is better – this is so the balls of ricotta form a skin around the outside.When ready to serve, bring a large pan of salted water to the boil. Turn down to a simmer and lower in half the gnudi. Cook gently for 2-3 mins – they’re ready when they float to the top – then scoop out with a slotted spoon and transfer to a sieve. Repeat with the remaining gnudi. Slowly melt the butter in a small frying pan. Add the sage leaves, making sure they don’t overlap, and let them sizzle until crisp. Transfer to a plate lined with kitchen paper. If the butter has turned a nutty brown, remove from the heat if not, continue to bubble until lightly browned. Divide the gnudi between warmed plates, drizzle over the browned butter, top with the sage and pine nuts, and serve with grated cheese, black pepper and a rocket & red onion salad.",starter,Italian,20,4,"These light Italian dumplings, made from fine semolina, ricotta and nutmeg, make an elegant dinner party starter",Hard,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/ricotta-gnudi.jpg?itok=48uz7MKK
